FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
250822;0900;2;;;
250822;1000;9;;;
250822;1100;;;0;
250822;1200;2;;;
250822;1300;10;;;
250822;1400;2;;;
250822;1500;1;;;
250822;1600;2;;;
250822;1700;11;;;
250822;1800;9;;;
250822;1900;8;;;
250822;2000;3;;;
250822;2100;4;;;
250822;2200;;;;
250822;2300;;;;
250823;0000;;;;
250823;0100;;;;
250823;0200;;;;
250823;0300;;;;
250823;0400;;;;
250823;0500;;;;
250823;0600;;;;
250823;0700;;;;
250823;0800;;;;
250823;0900;;;;
250823;1000;;;;
250823;1100;;;;
250823;1200;;;;
250823;1300;;;;
250823;1400;;;;
250823;1500;;;;
250823;1600;;;;
250823;1700;;;;
250823;1800;;;;
250823;1900;;;;
250823;2000;;;;
250823;2100;;;;
250823;2200;;;;
250823;2300;;;;
250824;0000;;;;
250824;0100;;;;
250824;0200;;;;
250824;0300;;;;
250824;0400;;;;
250824;0500;;;;
250824;0600;;;;
250824;0700;;;;
250824;0800;;;;
250824;0900;;;;
250824;1000;;;;
250824;1100;;;;
250824;1200;;;;
250824;1300;;;;
250824;1400;;;;
250824;1500;2;;;
250824;1600;2;;;
250824;1700;2;;;
250824;1800;11;;;
250824;1900;20;;;
250824;2000;17;;;
250824;2100;19;;;
250824;2200;26;;;
250824;2300;9;;;
250825;0000;15;;;
250825;0100;2;;;
250825;0200;9;;;
250825;0300;2;;;
250825;0400;2;;;
250825;0500;2;;;
250825;0600;2;;;
250825;0700;10;;;
250825;0800;20;;;
250825;0900;20;;;
250825;1000;38;;;
250825;1100;34;;;
250825;1200;13;;;
250825;1300;4;;;
250825;1400;11;;;
250825;1500;5;;;
250825;1600;23;;;
250825;1700;33;;;
250825;1800;23;;;
250825;1900;26;;;
250825;2000;23;;;
250825;2100;17;;;
250825;2200;21;;;
250825;2300;17;;;
250826;0000;6;;;
250826;0100;2;;;
250826;0200;6;;;
250826;0300;2;;;
250826;0400;2;;;
250826;0500;2;;;
250826;0600;12;;;
250826;0700;43;;;
250826;0800;91;;;
250826;0900;78;;;
250826;1000;60;;;
250826;1100;15;;;
250826;1200;59;;;
250826;1300;69;;;
250826;1400;8;;;
250826;1500;88;;;
250826;1600;12;;;
250826;1700;21;;;
250826;1800;28;;;
250826;1900;33;;;
250826;2000;35;;;
250826;2100;20;;;
250826;2200;18;;;
250826;2300;18;;;
250827;0000;13;;;
250827;0100;15;;;
250827;0200;2;;;
250827;0300;2;;;
250827;0400;19;;;
250827;0500;20;;;
250827;0600;31;;;
250827;0700;71;;;
250827;0800;71;;;
250827;0900;71;;;
250827;1000;25;;;
250827;1100;35;;;
250827;1200;2;;;
250827;1300;2;;;
250827;1400;22;;;
250827;1500;4;;;
250827;1600;7;;;
250827;1700;26;;;
250827;1800;32;;;
250827;1900;42;;;
250827;2000;29;;;
250827;2100;17;;;
250827;2200;19;;;
250827;2300;11;;;
250828;0000;2;;;
250828;0100;4;;;
250828;0200;4;;;
250828;0300;2;;;
250828;0400;2;;;
250828;0500;14;;;
250828;0600;7;;;
250828;0700;47;;;
250828;0800;46;;;
250828;0900;67;;;
250828;1000;34;;;
250828;1100;4;;;
250828;1200;9;;;
250828;1300;4;;;
250828;1400;15;;;
250828;1500;6;;;
250828;1600;14;;;
250828;1700;5;;;
250828;1800;10;;;
250828;1900;11;;;
250828;2000;10;;;
250828;2100;15;;;
250828;2200;12;;;
250828;2300;6;;;
250829;0000;4;;;
250829;0100;3;;;
250829;0200;7;;;
250829;0300;2;;;
250829;0400;8;;;
250829;0500;4;;;
250829;0600;2;;;
250829;0700;3;;;
250829;0800;4;;;
250829;0900;2;;;
250829;1000;11;;;
250829;1100;3;;;
250829;1200;5;;;
250829;1300;5;;;
250829;1400;5;;;
250829;1500;9;;;
250829;1600;2;;;
250829;1700;8;;;
250829;1800;2;;;
250829;1900;2;;;
250829;2000;7;;;
250829;2100;8;;;
250829;2200;11;;;
250829;2300;5;;;
250830;0000;6;;;
250830;0100;5;;;
250830;0200;7;;;
250830;0300;3;;;
250830;0400;6;;;
250830;0500;8;;;
250830;0600;10;;;
250830;0700;6;;;
250830;0800;11;;;
250830;0900;5;;;
250830;1000;5;;;
250830;1100;2;;;
250830;1200;2;;;
250830;1300;2;;;
250830;1400;2;;;
250830;1500;5;;;
250830;1600;2;;;
250830;1700;2;;;
250830;1800;2;;;
250830;1900;6;;;
250830;2000;5;;;
250830;2100;2;;;
250830;2200;4;;;
250830;2300;5;;;
250831;0000;5;;;
250831;0100;6;;;
250831;0200;5;;;
250831;0300;6;;;
250831;0400;7;;;
250831;0500;6;;;
250831;0600;3;;;
250831;0700;3;;;
250831;0800;10;;;
250831;0900;10;;;
250831;1000;5;;;
250831;1100;2;;;
250831;1200;2;;;
250831;1300;2;;;
250831;1400;8;;;
250831;1500;2;;;
250831;1600;2;;;
250831;1700;2;;;
250831;1800;7;;;
250831;1900;14;;;
250831;2000;8;;;
250831;2100;11;;;
250831;2200;5;;;
250831;2300;9;;;
250901;0000;11;;;
250901;0100;8;;;
250901;0200;11;;;
250901;0300;11;;;
250901;0400;5;;;
250901;0500;2;;;
250901;0600;6;;;
250901;0700;10;;;
250901;0800;68;;;
250901;0900;63;;;
250901;1000;43;;;
250901;1100;31;;;
250901;1200;21;;;
250901;1300;24;;;
250901;1400;37;;;
250901;1500;21;;;
250901;1600;5;;;
250901;1700;11;;;
250901;1800;2;;;
250901;1900;11;;;
250901;2000;17;;;
250901;2100;25;;;
250901;2200;12;;;
250901;2300;14;;;
250902;0000;12;;;
250902;0100;10;;;
250902;0200;11;;;
250902;0300;8;;;
250902;0400;6;;;
250902;0500;6;;;
250902;0600;10;;;
250902;0700;21;;;
250902;0800;34;;;
250902;0900;23;;;
250902;1000;36;;;
250902;1100;31;;;
250902;1200;36;;;
250902;1300;12;;;
250902;1400;5;;;
250902;1500;8;;;
250902;1600;3;;;
250902;1700;6;;;
250902;1800;3;;;
250902;1900;10;;;
250902;2000;11;;;
250902;2100;14;;;
250902;2200;13;;;
250902;2300;14;;;
250903;0000;13;;;
250903;0100;13;;;
250903;0200;9;;;
250903;0300;9;;;
250903;0400;4;;;
250903;0500;5;;;
250903;0600;3;;;
250903;0700;2;;;
250903;0800;5;;;
250903;0900;16;;;
250903;1000;14;;;
250903;1100;6;;;
250903;1200;11;;;
250903;1300;21;;;
250903;1400;20;;;
250903;1500;10;;;
250903;1600;12;;;
250903;1700;3;;;
250903;1800;7;;;
250903;1900;16;;;
250903;2000;24;;;
250903;2100;29;;;
250903;2200;24;;;
250903;2300;11;;;
250904;0000;13;;;
250904;0100;11;;;
250904;0200;12;;;
250904;0300;10;;;
250904;0400;11;;;
250904;0500;28;;;
250904;0600;27;;;
250904;0700;20;;;
250904;0800;28;;;
250904;0900;14;;;
250904;1000;10;;;
250904;1100;18;;;
250904;1200;19;;;
250904;1300;19;;;
250904;1400;26;;;
250904;1500;5;;;
250904;1600;18;;;
250904;1700;7;;;
250904;1800;5;;;
250904;1900;9;;;
250904;2000;19;;;
250904;2100;34;;;
250904;2200;18;;;
250904;2300;15;;;
250905;0000;11;;;
250905;0100;7;;;
250905;0200;9;;;
250905;0300;6;;;
250905;0400;4;;;
250905;0500;4;;;
250905;0600;6;;;
250905;0700;21;;;
250905;0800;38;;;
250905;0900;21;;;
250905;1000;14;;;
250905;1100;7;;;
250905;1200;6;;;
250905;1300;27;;;
250905;1400;8;;;
250905;1500;8;;;
250905;1600;13;;;
250905;1700;;;0;
250905;1800;16;;;
250905;1900;17;;;
250905;2000;37;;;
250905;2100;28;;;
250905;2200;5;;;
250905;2300;6;;;
250906;0000;7;;;
250906;0100;25;;;
250906;0200;35;;;
250906;0300;14;;;
250906;0400;15;;;
250906;0500;18;;;
250906;0600;13;;;
250906;0700;22;;;
250906;0800;39;;;
250906;0900;16;;;
250906;1000;10;;;
250906;1100;17;;;
250906;1200;3;;;
250906;1300;36;;;
250906;1400;39;;;
250906;1500;13;;;
250906;1600;14;;;
250906;1700;4;;;
250906;1800;13;;;
250906;1900;12;;;
250906;2000;17;;;
250906;2100;38;;;
250906;2200;24;;;
250906;2300;12;;;
250907;0000;14;;;
250907;0100;15;;;
250907;0200;10;;;
250907;0300;10;;;
250907;0400;9;;;
250907;0500;4;;;
250907;0600;2;;;
250907;0700;4;;;
250907;0800;3;;;
250907;0900;3;;;
250907;1000;2;;;
250907;1100;4;;;
250907;1200;2;;;
250907;1300;3;;;
250907;1400;2;;;
250907;1500;2;;;
250907;1600;2;;;
250907;1700;6;;;
