Fecha;Estacion_seleccionada;PromedioDiario_MP10;ICAP_MP10;ICAP_mod_MP10;PromedioDiario_MP2_5;ICAP_MP2_5;ICAP_mod_MP2_5;condicion_final;condicion_mod
2026-04-06;Arica;;;;17.20;34.40;104.75;Bueno;Regular
2026-04-07;Arica;;;;15.67;31.33;101.44;Bueno;Regular
2026-04-08;Arica;;;;15.64;31.27;101.37;Bueno;Regular
2026-04-09;Arica;;;;16.14;32.29;102.47;Bueno;Regular
2026-04-10;Arica;;;;19.14;38.29;108.96;Bueno;Regular
2026-04-11;Arica;;;;16.67;33.33;103.60;Bueno;Regular
2026-04-12;Arica;;;;15.91;31.83;101.97;Bueno;Regular
2026-04-13;Arica;;;;10.29;20.57;68.57;Bueno;Bueno
2026-04-14;Arica;;;;12.43;24.86;82.86;Bueno;Bueno
2026-04-15;Arica;;;;14.73;29.45;98.18;Bueno;Bueno
2026-04-16;Arica;;;;14.36;28.73;95.76;Bueno;Bueno
2026-04-17;Arica;;;;12.46;24.92;83.06;Bueno;Bueno
2026-04-18;Arica;;;;15.25;30.50;100.54;Bueno;Regular
2026-04-19;Arica;;;;13.74;27.48;91.59;Bueno;Bueno
2026-04-20;Arica;;;;20.77;41.55;112.49;Bueno;Regular
2026-04-21;Arica;;;;17.73;35.45;105.90;Bueno;Regular
2026-04-22;Arica;;;;10.96;21.91;73.04;Bueno;Bueno
2026-04-23;Arica;;;;12.75;25.50;85.00;Bueno;Bueno
2026-04-24;Arica;;;;11.00;22.00;73.33;Bueno;Bueno
2026-04-25;Arica;;;;9.17;18.33;61.11;Bueno;Bueno
2026-04-26;Arica;;;;9.04;18.09;60.29;Bueno;Bueno
2026-04-27;Arica;;;;9.92;19.83;66.11;Bueno;Bueno
2026-04-28;Arica;;;;9.79;19.58;65.28;Bueno;Bueno
2026-04-29;Arica;;;;10.65;21.30;71.01;Bueno;Bueno
2026-04-30;Arica;;;;15.96;31.92;102.07;Bueno;Regular
2026-05-01;Arica;;;;14.52;29.04;96.81;Bueno;Bueno
2026-05-02;Arica;;;;13.43;26.87;89.57;Bueno;Bueno
2026-05-03;Arica;;;;7.74;15.48;51.59;Bueno;Bueno
2026-05-04;Arica;;;;10.57;21.13;70.43;Bueno;Bueno
2026-05-05;Arica;;;;19.21;38.42;109.10;Bueno;Regular
2026-05-06;Arica;;;;21.42;42.83;113.89;Bueno;Regular
