Fecha;Estacion_seleccionada;PromedioDiario_MP10;ICAP_MP10;ICAP_mod_MP10;PromedioDiario_MP2_5;ICAP_MP2_5;ICAP_mod_MP2_5;condicion_final;condicion_mod
2025-12-24;Padre_Las_Casas_II;18.54;14.26;41.2;2.54;5.08;16.94;Bueno;Bueno
2025-12-25;Nielol;10.0;7.69;22.22;1.17;2.33;7.78;Bueno;Bueno
2025-12-26;Padre_Las_Casas_II;9.25;7.12;20.56;1.29;2.58;8.61;Bueno;Bueno
2025-12-27;Padre_Las_Casas_II;11.62;8.94;25.83;1.88;3.75;12.5;Bueno;Bueno
2025-12-28;Padre_Las_Casas_II;11.96;9.2;26.57;1.92;3.83;12.78;Bueno;Bueno
2025-12-29;Nielol;12.58;9.68;27.96;1.21;2.42;8.06;Bueno;Bueno
2025-12-30;Padre_Las_Casas_II;12.67;9.74;28.15;1.12;2.25;7.5;Bueno;Bueno
2025-12-31;Padre_Las_Casas_II;16.0;12.31;35.56;1.79;3.58;11.94;Bueno;Bueno
2026-01-01;Padre_Las_Casas_II;17.29;13.3;38.43;2.04;4.08;13.61;Bueno;Bueno
2026-01-02;Padre_Las_Casas_II;22.58;17.37;50.19;2.42;4.83;16.11;Bueno;Bueno
2026-01-03;Padre_Las_Casas_II;23.5;18.08;52.22;2.88;5.75;19.17;Bueno;Bueno
2026-01-04;Nielol;16.29;12.53;36.2;2.54;5.08;16.94;Bueno;Bueno
2026-01-05;Padre_Las_Casas_II;21.5;16.54;47.78;4.0;8.0;26.67;Bueno;Bueno
2026-01-06;Padre_Las_Casas_II;19.71;15.16;43.8;1.46;2.92;9.72;Bueno;Bueno
2026-01-07;Padre_Las_Casas_II;24.88;19.13;55.28;2.38;4.75;15.83;Bueno;Bueno
2026-01-08;Padre_Las_Casas_II;28.62;22.02;63.61;2.75;5.5;18.33;Bueno;Bueno
2026-01-09;Padre_Las_Casas_II;20.0;15.38;44.44;1.33;2.67;8.89;Bueno;Bueno
2026-01-10;Nielol;8.88;6.83;19.72;1.25;2.5;8.33;Bueno;Bueno
2026-01-11;Nielol;10.42;8.01;23.15;1.5;3.0;10.0;Bueno;Bueno
2026-01-12;Nielol;11.46;8.81;25.46;1.12;2.25;7.5;Bueno;Bueno
2026-01-13;Nielol;18.09;13.92;40.2;1.32;2.64;8.79;Bueno;Bueno
2026-01-14;Nielol;13.04;10.03;28.98;1.29;2.58;8.61;Bueno;Bueno
2026-01-15;Padre_Las_Casas_II;16.71;12.85;37.13;1.88;3.75;12.5;Bueno;Bueno
2026-01-16;Padre_Las_Casas_II;18.71;14.39;41.57;1.46;2.92;9.72;Bueno;Bueno
2026-01-17;Padre_Las_Casas_II;19.38;14.9;43.06;2.33;4.67;15.56;Bueno;Bueno
2026-01-18;Padre_Las_Casas_II;30.08;23.14;66.85;7.21;14.42;48.06;Bueno;Bueno
2026-01-19;Padre_Las_Casas_II;43.83;33.72;97.41;8.79;17.58;58.61;Bueno;Bueno
2026-01-20;Padre_Las_Casas_II;26.17;20.13;58.15;3.5;7.0;23.33;Bueno;Bueno
2026-01-21;Nielol;7.54;5.8;16.76;1.12;2.25;7.5;Bueno;Bueno
2026-01-22;Padre_Las_Casas_II;14.5;11.15;32.22;1.04;2.08;6.94;Bueno;Bueno
2026-01-23;Padre_Las_Casas_II;18.46;14.2;41.02;2.04;4.08;13.61;Bueno;Bueno
2026-01-24;Nielol;15.0;11.54;33.33;1.33;2.67;8.89;Bueno;Bueno
2026-01-25;Padre_Las_Casas_II;9.71;7.47;21.57;1.04;2.08;6.94;Bueno;Bueno
2026-01-26;Nielol;21.17;16.28;47.04;2.25;4.5;15.0;Bueno;Bueno
2026-01-27;Nielol;21.29;16.38;47.31;2.54;5.08;16.94;Bueno;Bueno
2026-01-28;Nielol;17.54;13.49;38.98;1.83;3.67;12.22;Bueno;Bueno
2026-01-29;Nielol;18.96;14.58;42.13;2.21;4.42;14.72;Bueno;Bueno
2026-01-30;Padre_Las_Casas_II;8.38;6.44;18.61;1.92;3.83;12.78;Bueno;Bueno
2026-01-31;Padre_Las_Casas_II;7.38;5.67;16.39;1.5;3.0;10.0;Bueno;Bueno
2026-02-01;Padre_Las_Casas_II;7.08;5.45;15.74;1.04;2.08;6.94;Bueno;Bueno
2026-02-02;Padre_Las_Casas_II;15.54;11.96;34.54;1.17;2.33;7.78;Bueno;Bueno
2026-02-03;Padre_Las_Casas_II;10.0;7.69;22.22;2.88;5.75;19.17;Bueno;Bueno
2026-02-04;Padre_Las_Casas_II;10.12;7.79;22.5;3.25;6.5;21.67;Bueno;Bueno
2026-02-05;Padre_Las_Casas_II;9.71;7.47;21.57;1.42;2.83;9.44;Bueno;Bueno
2026-02-06;Padre_Las_Casas_II;16.62;12.79;36.94;3.54;7.08;23.61;Bueno;Bueno
2026-02-07;Padre_Las_Casas_II;13.75;10.58;30.56;1.67;3.33;11.11;Bueno;Bueno
2026-02-08;Padre_Las_Casas_II;7.83;6.03;17.41;1.29;2.58;8.61;Bueno;Bueno
2026-02-09;Padre_Las_Casas_II;8.87;6.82;19.71;1.13;2.26;7.54;Bueno;Bueno
2026-02-10;Padre_Las_Casas_II;13.42;10.32;29.81;1.71;3.42;11.39;Bueno;Bueno
2026-02-11;Villarrica;;;;14.88;29.75;99.17;Bueno;Bueno
2026-02-12;Padre_Las_Casas_II;11.83;9.1;26.3;4.12;8.25;27.5;Bueno;Bueno
2026-02-13;Padre_Las_Casas_II;17.57;13.51;39.03;2.83;5.65;18.84;Bueno;Bueno
2026-02-14;Nielol;8.79;6.76;19.54;3.12;6.25;20.83;Bueno;Bueno
2026-02-15;Padre_Las_Casas_II;10.42;8.01;23.15;1.04;2.08;6.94;Bueno;Bueno
2026-02-16;Padre_Las_Casas_II;26.92;20.71;59.81;2.21;4.42;14.72;Bueno;Bueno
2026-02-17;Las_Encinas_Temuco;22.71;17.47;50.46;2.96;5.92;19.72;Bueno;Bueno
2026-02-18;Padre_Las_Casas_II;21.58;16.6;47.96;3.17;6.33;21.11;Bueno;Bueno
2026-02-19;Padre_Las_Casas_II;17.92;13.78;39.81;2.0;4.0;13.33;Bueno;Bueno
2026-02-20;Padre_Las_Casas_II;24.5;18.85;54.44;2.88;5.75;19.17;Bueno;Bueno
2026-02-21;Nielol;19.29;14.84;42.87;3.71;7.42;24.72;Bueno;Bueno
2026-02-22;Las_Encinas_Temuco;13.92;10.71;30.93;2.75;5.5;18.33;Bueno;Bueno
2026-02-23;Las_Encinas_Temuco;10.38;7.98;23.06;1.04;2.08;6.94;Bueno;Bueno
2026-02-24;Nielol;19.83;15.26;44.07;2.46;4.92;16.39;Bueno;Bueno
2026-02-25;Nielol;32.33;24.87;71.85;4.21;8.42;28.06;Bueno;Bueno
2026-02-26;Nielol;26.62;20.48;59.17;2.75;5.5;18.33;Bueno;Bueno
2026-02-27;Padre_Las_Casas_II;19.17;14.74;42.59;3.12;6.25;20.83;Bueno;Bueno
2026-02-28;Las_Encinas_Temuco;6.17;4.74;13.7;2.25;4.5;15.0;Bueno;Bueno
2026-03-01;Padre_Las_Casas_II;9.46;7.28;21.02;6.25;12.5;41.67;Bueno;Bueno
2026-03-02;Villarrica;;;;10.92;21.83;72.78;Bueno;Bueno
2026-03-03;Padre_Las_Casas_II;11.83;9.1;26.3;1.96;3.92;13.06;Bueno;Bueno
2026-03-04;Padre_Las_Casas_II;16.29;12.53;36.2;4.17;8.33;27.78;Bueno;Bueno
2026-03-05;Padre_Las_Casas_II;18.17;13.97;40.37;2.71;5.42;18.06;Bueno;Bueno
2026-03-06;Nielol;23.0;17.69;51.11;4.92;9.83;32.78;Bueno;Bueno
2026-03-07;Las_Encinas_Temuco;14.17;10.9;31.48;4.5;9.0;30.0;Bueno;Bueno
2026-03-08;Nielol;15.83;12.18;35.19;3.54;7.08;23.61;Bueno;Bueno
2026-03-09;Nielol;18.08;13.91;40.19;2.92;5.83;19.44;Bueno;Bueno
2026-03-10;Padre_Las_Casas_II;24.58;18.91;54.63;;;;Bueno;Bueno
2026-03-11;Padre_Las_Casas_II;52.79;40.61;112.77;10.0;20.0;66.67;Bueno;Regular
2026-03-12;Padre_Las_Casas_II;20.08;15.45;44.63;5.46;10.92;36.39;Bueno;Bueno
2026-03-13;Padre_Las_Casas_II;34.71;26.7;77.13;6.0;12.0;40.0;Bueno;Bueno
2026-03-14;Padre_Las_Casas_II;18.62;14.33;41.39;7.17;14.33;47.78;Bueno;Bueno
2026-03-15;Padre_Las_Casas_II;9.83;7.56;21.85;6.12;12.25;40.83;Bueno;Bueno
2026-03-16;Padre_Las_Casas_II;12.71;9.78;28.24;6.71;13.42;44.72;Bueno;Bueno
2026-03-17;Villarrica;;;;26.25;52.5;124.38;Bueno;Regular
2026-03-18;Padre_Las_Casas_II;22.96;17.66;51.02;11.79;23.58;78.61;Bueno;Bueno
2026-03-19;Padre_Las_Casas_II;26.88;20.67;59.72;17.46;34.92;105.31;Bueno;Regular
2026-03-20;Padre_Las_Casas_II;26.25;20.19;58.33;15.0;30.0;100.0;Bueno;Bueno
2026-03-21;Padre_Las_Casas_II;14.54;11.19;32.31;9.46;18.92;63.06;Bueno;Bueno
